Latitude,Longitude,Title,Owner,URL,Tags,Description
51.511077,-0.13192,Dreaming II,67721796@N02,https://live.staticflickr.com/65535/55148051067_1e17de584a.jpg,square bsquare 500x500 googlepixel7pro mobile sky relfection architecture building lines parallel rectangle clouds blue white street urban katehighley 2026 throughherlens glass windows window cloud structure diagonal,As always I really appreciate all your comments and favourites.
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148233810_f5d80c2af2.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55146958102_8e79cdebcb.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147856751_9ccba69737.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148086794_3f5ac38051.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147856736_be57442632.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148086774_713cc2a93b.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55146958087_6bc9978236.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55146958052_8c8ed19743.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147856701_713a6f7b53.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148233725_ec21c19595.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015643_f6d338f71d.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015638_d6eae30348.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015663_7e79d18975.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015613_ebab1be00d.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147856666_44aa5e9165.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015618_c5ab0037a0.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Henry Ewan Golding Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148015608_0abf29c0ae.jpg,henrygolding britishactor henryewangolding tvactor crazyrichasians bafta2026 herringboneblazer snakeeyes netflixactor thegentlemen autographsigning meetingwithfans signingautographs britishmalaysian,"Photo Image © Patrick Lovell

Kettner’s Hotel &amp; Restaurant
Tel: +44 (0) 20 7734 5650
29 Romilly Street
London Soho
W1D 5AL"
51.512615,-0.13028,Noah Casford Jupe Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148053814_8f13867af6.jpg,britishactor englishactor theundoing hamnet2025 downtonabbey franklin tvactor theatreactor noahjupe meetingwithfans noahcasfordjupe thenightmanager,Photo © Patrick Lovell
51.512615,-0.13028,Noah Casford Jupe Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147982993_2e78fbd494.jpg,britishactor englishactor theundoing hamnet2025 downtonabbey franklin tvactor theatreactor noahjupe meetingwithfans noahcasfordjupe thenightmanager,Photo © Patrick Lovell
51.512615,-0.13028,Noah Casford Jupe Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148200565_bd848c09a3.jpg,britishactor englishactor theundoing hamnet2025 downtonabbey franklin tvactor theatreactor noahjupe meetingwithfans noahcasfordjupe thenightmanager,Photo © Patrick Lovell
51.512615,-0.13028,Noah Casford Jupe Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55146925132_5c89a0694f.jpg,britishactor englishactor theundoing hamnet2025 downtonabbey franklin tvactor theatreactor noahjupe meetingwithfans noahcasfordjupe thenightmanager,Photo © Patrick Lovell
51.512615,-0.13028,Noah Casford Jupe Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55146925127_12e0e050de.jpg,britishactor englishactor theundoing hamnet2025 downtonabbey franklin tvactor theatreactor noahjupe meetingwithfans noahcasfordjupe thenightmanager,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55146913337_4cc3741074.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148189080_96e2c796c9.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148042144_ba3c6e5537.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148189060_395a75c37a.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Autograph Signings Ltd,107026173@N05,https://live.staticflickr.com/65535/55148042139_15060ce2d0.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147811436_0b39c18a10.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147811426_f510e1a3f2.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147971253_9ea40ff7c9.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147811386_96fbd398e5.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55147811351_4ee4e3733b.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148188950_bb8f1ed0fd.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55146913187_52ed9161e8.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55146913162_84f6455271.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148042029_fe183dd038.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512615,-0.13028,Teyana Taylor Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55148188920_75a6aecf28.jpg,americanactress sunglasses filmactress musician singersongwriter bafta2026 spiketee choreographer onebattleafteranother autographsigning filmfans africanamerican celebrity perfidiabeverlyhills teyanataylor model,Photo © Patrick Lovell
51.512261,-0.133642,tisbury court,40139809@N00,https://live.staticflickr.com/65535/55147236701_ca6dd6af94.jpg,london westminster soho tisburycourt street january 2026,
51.512615,-0.13028,Benicio Monserrate Rafael del Toro Sánchez Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55145334299_43817a4ec5.jpg,celebrity bafta2026 beniciodeltoro filmactor moviestar puertorican sicario theusualsuspects keysersöze,Photo © Patrick Lovell
51.512615,-0.13028,Delroy George Lindo Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55144201967_fb6f53dbbd.jpg,celebrity delroylindo africanamerican filmactor moviestar hollywoodactor filmproducer americanactor britishamerican sinners blackbowtie savilerowtuxedo,Photo © Patrick Lovell
51.512615,-0.13028,Leonardo Wilhelm DiCaprio Ω Candid Portraits Ltd,107026173@N05,https://live.staticflickr.com/65535/55145334289_942facf46e.jpg,celebrity bafta2026 hollywoodicon hollywoodroyality leonardodicaprio moviestar filmproducer filmactor whiteshirt doublecuffwhiteshirt frenchcuffwhiteshirt titanic inception,Photo © Patrick Lovell
51.510825,-0.130362,Leicester square,51508615@N00,https://live.staticflickr.com/65535/55144915331_c6ac5cd329.jpg,believeinfilm 510pyro cdlcreative coolbritannia fatfilmslab leicestersquare london londoncameraproject paulandreinhold rollei stevehutchings wc2h westminster film geo:lat=515108 geo:lon=01304 geotagged photowalk semistand england unitedkingdom,"Rollei Paul and Reinhold semi-stand developed in 510 pyro 
Fat Films Lab and London Camera Project photowalk
#believeinfilm"
51.509308,-0.128879,You scratch my back and...,12220922@N05,https://live.staticflickr.com/65535/55144619264_25b9883a6a.jpg,portrait nationalportraitgallery npg london catherineopie rearview candid england europe europa ©peterdenton samsunggalaxys24 photographicexhibition photographer tobeseen selfportraitcutting1993,"The Catherine Opie photographic exhibition at the National Portrait Gallery, London. It runs until 31 May."
51.509125,-0.127056,20250417-06-13-12,204337786@N03,https://live.staticflickr.com/65535/55144499743_fd30f76874.jpg,london england unitedkingdom,
51.513916,-0.127106,Sweet talking,14838182@N00,https://live.staticflickr.com/65535/55143445007_01f2bd66fb.jpg,street candid talking eating snacking chat gossip girls ladies women females strangers sitting monument square city cinematic paparazzo paparazzi coventgarden camden london england britain uk mobile phone cellphone smartphone iphone 16pro photoshop acr cameraraw lightroom telephoto optical digital adobe pi projectindigo camera app,literally ;)
51.513741,-0.12575,52679,52559257@N02,https://live.staticflickr.com/65535/55143402526_281a95baae.jpg,london england english uk unitedkingdom gb greatbritain britain british kensington cityofwestminster royalboroughofkensingtonandchelsea centrallondon banksy streetart artofbanksyexhibition artexhibition,"The Art of Banksy Exhibition in London. 

Banksy is a pseudonymous England-based street artist, political activist and film director whose real name and identity remain unconfirmed and the subject of speculation. 

Active since the 1990s, his satirical street art and subversive epigrams combine dark humour with graffiti executed in a distinctive stencilling technique. His works of political and social commentary have appeared on streets, walls and bridges throughout the world. 

His work grew out of the Bristol underground scene, which involved collaborations between artists and musicians. Banksy says that he was inspired by 3D, a graffiti artist and founding member of the musical group Massive Attack.

Banksy displays his art on publicly visible surfaces such as walls and self-built physical prop pieces. He no longer sells photographs or reproductions of his street graffiti, but his public &quot;installations&quot; are regularly resold, often even by removing the wall they were painted on.

A small number of Banksy's works are officially, non-publicly, sold through an agency named Pest Control.

Information Source:
<a href=""https://en.wikipedia.org/wiki/Banksy"" rel=""noreferrer nofollow"">en.wikipedia.org/wiki/Banksy</a>
"
51.512855,-0.132937,2026-02-16 21.01.23,201628355@N05,https://live.staticflickr.com/65535/55143930765_72051273de.jpg,,
51.512855,-0.132937,2026-02-16 21.01.32,201628355@N05,https://live.staticflickr.com/65535/55143782544_1b357e4384.jpg,,
51.512855,-0.132937,2026-02-16 21.00.59,201628355@N05,https://live.staticflickr.com/65535/55143782559_16f53713f4.jpg,,
51.513072,-0.133231,2026-02-16 21.04.07,201628355@N05,https://live.staticflickr.com/65535/55143549841_4f64788bfd.jpg,,
51.510883,-0.131581,Chinatown,42506602@N05,https://live.staticflickr.com/65535/55142660808_400720c440.jpg,,
51.511919,-0.130792,Gerard Street lanterns,45581782@N00,https://live.staticflickr.com/65535/55141040143_7203878b77.jpg,,
51.511822,-0.130951,Lanterns,45581782@N00,https://live.staticflickr.com/65535/55141040168_59d3cc5ef1.jpg,,
51.510059,-0.134854,RT3933 LLU732,74313678@N00,https://live.staticflickr.com/65535/55140567088_c504a79e64.jpg,london bus buses england uk sight seeing sightseeing piccadilly circus rt3933 rt 3933 llu732 llu 732 aec regent,"Piccadilly Circus, London.
September 16th 2023
© Copyright PD3 "
51.510059,-0.134854,RTL554 KGU4,74313678@N00,https://live.staticflickr.com/65535/55140775335_927203144e.jpg,london bus buses england uk sight seeing sightseeing piccadilly circus rtl554 rtl 554 kgu4 kgu 4 leyland titan,"Piccadilly Circus, London.
September 16th 2023
© Copyright PD3 "
51.509879,-0.134822,RT714 JXC77,74313678@N00,https://live.staticflickr.com/65535/55140359696_0eb8130d63.jpg,london bus buses england uk sight seeing sightseeing piccadilly circus rt714 rt 714 jxc77 jxc 77 aec regent,"Piccadilly Circus, London.
September 16th 2023
© Copyright PD3 "
51.509879,-0.134822,RM5 VLT5,74313678@N00,https://live.staticflickr.com/65535/55139473807_9a6d6a0af7.jpg,london bus buses england uk sight seeing sightseeing piccadilly circus rm5 rm 5 vlt5 vlt aec routemaster transport arriva,"Piccadilly Circus, London.
September 16th 2023
© Copyright PD3 "
51.511822,-0.130951,Lanterns,45581782@N00,https://live.staticflickr.com/65535/55139362237_648d57a375.jpg,,
51.513138,-0.130187,"Coach and Horses, Soho",90257848@N08,https://live.staticflickr.com/65535/55139828101_1b84910760.jpg,,
51.509552,-0.128017,Drawing tbl,53726379@N00,https://live.staticflickr.com/65535/55139919164_544281c2b2.jpg,,
51.510991,-0.129517,Leicester Square,51508615@N00,https://live.staticflickr.com/65535/55139779804_2be764b84e.jpg,believeinfilm 510pyro burgerking cdlcreative fatfilmslab leicestersquare london londoncameraproject paulandreinhold rollei stevehutchings wc2h westminster film geo:lat=515110 geo:lon=01295 geotagged photowalk semistand england unitedkingdom,"Rollei Paul and Reinhold semi-stand developed in 510 pyro 
Fat Films Lab and London Camera Project photowalk
#believeinfilm"
51.509216,-0.128027,The John-Furnish family at home,12220922@N05,https://live.staticflickr.com/65535/55137962361_1e7a6fbfdd.jpg,portrait nationalportraitgallery npg london catherineopie eltonjohn davidfurnish lifeathome teenager teenageboys adolescent blacklabrador books bookshelves library shuggiebain ©catherineopie ©nationalportraitgallery samsunggalaxys24 boysinjeans,"Any trip to London is incomplete without my dropping into the National Portrait Gallery to see what’s new – and my visit this time was particularly well-rewarded: the new family portrait of Elton John and David Furnish by Catherine Opie had just been unveiled.

Opie is an American fine art photographer and teacher who likes to ‘document the relationship between the individual and the space inhabited’ – in this case Sir Elton John and his husband David Furnish with their sons Elijah and Zachary. They were photographed (along with their labradors Joseph and Jacob) in the Library of their home in Old Windsor last year.

They are surrounded by books ranging in subjects from the Krays to David Bailey, Tom Stoppard to <a href=""https://www.flickr.com/photos/peterdenton/50837463948/"">Shuggie Bain</a> (one of my own particular favourites) and everything else in between.

For me, this family portrait is beautifully taken, and the warmth and trust between the photographer and her subjects helps to create a relaxed result, there for all to see. A close-up of Elton is  <a href=""https://www.flickr.com/photos/peterdenton/55138201519/in/photostream/"">here</a>.
"
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137493899_d88b9c805e.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55136373097_06ea7cda09.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137253686_caa3ec2172.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137435168_36f3a7a933.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137250261_aa0861c331.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137486074_bee4b0b185.jpg,nationalgallery london,"A new addition Degas, glorious"
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55136367092_6a28acd38b.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55136366552_ecf3d750a7.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137641630_b891cb0d4c.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137245656_cd03a4ae44.jpg,nationalgallery london,Now we live in Suffolk!
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137481749_630454054e.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137481489_e3dc289e40.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137638415_56b7606312.jpg,nationalgallery london,
51.509009,-0.128638,The National Gallery,80083442@N08,https://live.staticflickr.com/65535/55137242571_2583ab8b0e.jpg,nationalgallery london,
